timestamp,event_type,count,errors
2026-04-06T01:18:39.888396Z,memory_encoded,1,0
2026-04-06T01:18:39.888431Z,memory_recalled,1,0
2026-04-06T01:18:39.888440Z,memory_encoding,1,0
2026-04-06T01:18:39.888445Z,memory_recall_started,1,0
